a,b,c,d,e,f,g,h,i,j,k,l
7.943505053872420831e+03,7.106845451514827801e+02,2.822345329335129094e+01,2.265185604797844032e+00,1.974123736531896611e+01,1.219253182272775803e+03,2.718222725757412377e+02,1.233827335332435220e+08,1.136111404623089882e+01,1.510123736531895910e-01,9.870618682659483036e-04,5.644690658670258472e+02
6.951505053872409917e+03,7.135645451514827755e+02,2.802345329335128810e+01,2.301185604797844952e+00,1.982123736531896441e+01,1.210613182272775703e+03,2.761422725757414014e+02,1.238827335332435369e+08,1.128060572623089719e+01,1.534123736531896598e-01,9.910618682659481839e-04,5.604690658670257335e+02
6.040494946127583717e+03,7.164445451514827710e+02,2.782345329335129591e+01,2.337185604797844984e+00,1.990123736531896625e+01,1.201973182272775830e+03,2.804622725757413946e+02,1.243827335332435369e+08,1.120009740623089911e+01,1.558123736531896730e-01,9.950618682659482812e-04,5.564690658670258472e+02
7.032494946127592812e+03,7.193245451514827664e+02,2.762345329335129307e+01,2.373185604797845460e+00,1.998123736531896810e+01,1.193333182272775957e+03,2.847822725757414446e+02,1.248827335332435369e+08,1.111958908623089926e+01,1.582123736531896863e-01,9.990618682659483784e-04,5.524690658670258472e+02
8.024494946127585536e+03,7.222045451514827619e+02,2.742345329335129023e+01,2.409185604797844604e+00,2.006123736531896640e+01,1.184693182272775630e+03,2.891022725757413809e+02,1.253827335332435369e+08,1.103908076623089940e+01,1.606123736531896440e-01,1.003061868265948259e-03,5.484690658670258472e+02
9.016494946127597359e+03,7.250845451514828710e+02,2.722345329335129094e+01,2.445185604797845080e+00,2.014123736531896824e+01,1.176053182272775757e+03,2.934222725757414310e+02,1.258827335332435519e+08,1.095857244623089777e+01,1.630123736531896850e-01,1.007061868265948356e-03,5.444690658670258472e+02
9.991505053872415374e+03,7.279645451514827528e+02,2.702345329335129520e+01,2.481185604797844668e+00,2.022123736531896654e+01,1.167413182272775884e+03,2.977422725757413673e+02,1.263827335332435369e+08,1.087806412623089969e+01,1.654123736531896427e-01,1.011061868265948236e-03,5.404690658670258472e+02
8.999505053872400822e+03,7.308445451514827482e+02,2.682345329335129236e+01,2.517185604797845144e+00,2.030123736531896483e+01,1.158773182272775784e+03,3.020622725757414173e+02,1.268827335332435369e+08,1.079755580623089983e+01,1.678123736531896559e-01,1.015061868265948334e-03,5.364690658670258472e+02
8.007505053872408098e+03,7.337245451514827437e+02,2.662345329335128952e+01,2.553185604797844288e+00,2.038123736531896313e+01,1.150133182272775684e+03,3.063822725757413536e+02,1.273827335332435220e+08,1.071704748623089820e+01,1.702123736531896414e-01,1.019061868265948214e-03,5.324690658670258472e+02
7.015505053872415374e+03,7.366045451514827391e+02,2.642345329335129023e+01,2.589185604797844764e+00,2.046123736531896498e+01,1.141493182272775812e+03,3.107022725757413468e+02,1.278827335332435369e+08,1.063653916623089835e+01,1.726123736531896546e-01,1.023061868265948311e-03,5.284690658670258472e+02
6.023505053872424469e+03,7.394845451514827346e+02,2.622345329335129449e+01,2.625185604797844796e+00,2.054123736531896327e+01,1.132853182272775939e+03,3.150222725757413968e+02,1.283827335332435369e+08,1.055603084623090027e+01,1.750123736531896679e-01,1.027061868265948408e-03,5.244690658670258472e+02
6.968494946127587355e+03,7.423645451514828437e+02,2.602345329335129520e+01,2.661185604797845272e+00,2.062123736531896512e+01,1.124213182272775839e+03,3.193422725757414469e+02,1.288827335332435369e+08,1.047552252623090041e+01,1.774123736531896811e-01,1.031061868265948289e-03,5.204690658670258472e+02
7.960494946127598269e+03,7.452445451514828392e+02,2.582345329335129236e+01,2.697185604797845748e+00,2.070123736531896697e+01,1.115573182272775739e+03,3.236622725757414969e+02,1.293827335332435369e+08,1.039501420623089878e+01,1.798123736531897221e-01,1.035061868265948386e-03,5.164690658670258472e+02
8.952494946127590083e+03,7.481245451514828346e+02,2.562345329335128952e+01,2.733185604797845336e+00,2.078123736531896526e+01,1.106933182272775866e+03,3.279822725757414332e+02,1.298827335332435369e+08,1.031450588623089715e+01,1.822123736531896798e-01,1.039061868265948266e-03,5.124690658670258472e+02
9.944494946127600997e+03,7.510045451514828301e+02,2.542345329335129023e+01,2.769185604797845368e+00,2.086123736531897066e+01,1.098293182272775766e+03,3.323022725757414264e+02,1.303827335332435519e+08,1.023399756623089729e+01,1.846123736531896931e-01,1.043061868265948364e-03,5.084690658670257903e+02
9.063505053872406279e+03,7.538845451514828255e+02,2.522345329335129449e+01,2.805185604797844956e+00,2.094123736531896540e+01,1.089653182272775894e+03,3.366222725757413627e+02,1.308827335332435369e+08,1.015348924623089921e+01,1.870123736531896508e-01,1.047061868265948461e-03,5.044690658670259040e+02
8.071505053872395365e+03,7.567645451514828210e+02,2.502345329335129165e+01,2.841185604797844988e+00,2.102123736531896725e+01,1.081013182272775794e+03,3.409422725757414128e+02,1.313827335332435369e+08,1.007298092623089936e+01,1.894123736531896918e-01,1.051061868265948341e-03,5.004690658670258472e+02
7.079505053872402641e+03,7.596445451514827027e+02,2.482345329335129236e+01,2.877185604797844576e+00,2.110123736531896554e+01,1.072373182272775693e+03,3.452622725757413491e+02,1.318827335332435369e+08,9.992472606230897725e+00,1.918123736531896495e-01,1.055061868265948222e-03,4.964690658670258472e+02
6.087505053872409917e+03,7.625245451514826982e+02,2.462345329335128952e+01,2.913185604797845940e+00,2.118123736531896384e+01,1.063733182272775593e+03,3.495822725757415128e+02,1.323827335332435369e+08,9.911964286230897869e+00,1.942123736531897182e-01,1.059061868265948319e-03,4.924690658670257903e+02
6.904494946127581898e+03,7.654045451514828073e+02,2.442345329335129378e+01,2.949185604797845528e+00,2.126123736531896569e+01,1.055093182272775948e+03,3.539022725757414491e+02,1.328827335332435369e+08,9.831455966230899790e+00,1.966123736531896760e-01,1.063061868265948416e-03,4.884690658670259040e+02
7.896494946127592812e+03,7.682845451514828028e+02,2.422345329335129094e+01,2.985185604797845560e+00,2.134123736531896753e+01,1.046453182272775848e+03,3.582222725757414992e+02,1.333827335332435369e+08,9.750947646230898158e+00,1.990123736531896892e-01,1.067061868265948297e-03,4.844690658670258472e+02
8.888494946127584626e+03,7.711645451514827982e+02,2.402345329335129165e+01,3.021185604797845148e+00,2.142123736531896583e+01,1.037813182272775748e+03,3.625422725757414355e+02,1.338827335332435369e+08,9.670439326230898303e+00,2.014123736531896747e-01,1.071061868265948394e-03,4.804690658670258472e+02
9.880494946127595540e+03,7.740445451514829074e+02,2.382345329335128881e+01,3.057185604797845180e+00,2.150123736531896768e+01,1.029173182272775648e+03,3.668622725757414287e+02,1.343827335332435369e+08,9.589931006230898447e+00,2.038123736531896879e-01,1.075061868265948491e-03,4.764690658670257903e+02
9.127505053872411736e+03,7.769245451514827892e+02,2.362345329335129662e+01,3.093185604797844768e+00,2.158123736531896597e+01,1.020533182272775889e+03,3.711822725757413650e+02,1.348827335332435369e+08,9.509422686230898591e+00,2.062123736531896456e-01,1.079061868265948371e-03,4.724690658670259040e+02
8.135505053872400822e+03,7.798045451514827846e+02,2.342345329335129378e+01,3.129185604797845244e+00,2.166123736531896782e+01,1.011893182272775903e+03,3.755022725757414150e+02,1.353827335332435369e+08,9.428914366230898736e+00,2.086123736531896866e-01,1.083061868265948252e-03,4.684690658670258472e+02
7.143505053872408098e+03,7.826845451514826664e+02,2.322345329335129094e+01,3.165185604797845720e+00,2.174123736531896611e+01,1.003253182272775803e+03,3.798222725757414651e+02,1.358827335332435369e+08,9.348406046230898880e+00,2.110123736531896999e-01,1.087061868265948132e-03,4.644690658670258472e+02
6.151505053872397184e+03,7.855645451514827755e+02,2.302345329335128810e+01,3.201185604797844864e+00,2.182123736531896441e+01,9.946131822727757026e+02,3.841422725757414014e+02,1.363827335332435369e+08,9.267897726230897248e+00,2.134123736531896576e-01,1.091061868265948229e-03,4.604690658670257903e+02
6.840494946127576441e+03,7.884445451514827710e+02,2.282345329335129591e+01,3.237185604797845340e+00,2.190123736531896625e+01,9.859731822727759436e+02,3.884622725757413946e+02,1.368827335332435369e+08,9.187389406230899169e+00,2.158123736531896708e-01,1.095061868265948327e-03,4.564690658670259040e+02
7.832494946127587355e+03,7.913245451514827664e+02,2.262345329335129307e+01,3.273185604797845372e+00,2.198123736531896810e+01,9.773331822727758436e+02,3.927822725757414446e+02,1.373827335332435369e+08,9.106881086230899314e+00,2.182123736531896840e-01,1.099061868265948424e-03,4.524690658670258472e+02
8.824494946127579169e+03,7.942045451514827619e+02,2.242345329335129023e+01,3.309185604797844960e+00,2.206123736531896640e+01,9.686931822727757435e+02,3.971022725757413809e+02,1.378827335332435369e+08,9.026372766230897682e+00,2.206123736531896418e-01,1.103061868265948521e-03,4.484690658670258472e+02
9.816494946127590083e+03,7.970845451514828710e+02,2.222345329335129094e+01,3.345185604797845436e+00,2.214123736531896824e+01,9.600531822727757572e+02,4.014222725757414310e+02,1.383827335332435369e+08,8.945864446230897826e+00,2.230123736531896828e-01,1.107061868265948401e-03,4.444690658670257903e+02
9.191505053872417193e+03,7.999645451514827528e+02,2.202345329335129520e+01,3.381185604797844579e+00,2.222123736531896654e+01,9.514131822727758845e+02,4.057422725757413673e+02,1.388827335332435369e+08,8.865356126230899747e+00,2.254123736531896405e-01,1.111061868265948282e-03,4.404690658670259040e+02
8.199505053872406279e+03,8.028445451514828619e+02,2.182345329335129236e+01,3.417185604797845055e+00,2.230123736531896839e+01,9.427731822727758981e+02,4.100622725757414173e+02,1.393827335332435369e+08,8.784847806230899891e+00,2.278123736531896815e-01,1.115061868265948379e-03,4.364690658670258472e+02
7.207505053872395365e+03,8.057245451514827437e+02,2.162345329335128952e+01,3.453185604797845532e+00,2.238123736531896668e+01,9.341331822727757981e+02,4.143822725757414673e+02,1.398827335332435369e+08,8.704339486230898260e+00,2.302123736531896947e-01,1.119061868265948476e-03,4.324690658670258472e+02
6.215505053872403550e+03,8.086045451514827391e+02,2.142345329335129023e+01,3.489185604797845563e+00,2.246123736531896498e+01,9.254931822727756980e+02,4.187022725757415174e+02,1.403827335332435369e+08,8.623831166230898404e+00,2.326123736531897079e-01,1.123061868265948140e-03,4.284690658670257903e+02
6.776494946127607363e+03,8.114845451514827346e+02,2.122345329335128739e+01,3.525185604797845151e+00,2.254123736531896327e+01,9.168531822727757117e+02,4.230222725757414537e+02,1.408827335332435369e+08,8.543322846230896772e+00,2.350123736531896657e-01,1.127061868265948237e-03,4.244690658670257335e+02
7.768494946127581898e+03,8.143645451514828437e+02,2.102345329335129520e+01,3.561185604797845627e+00,2.262123736531896867e+01,9.082131822727759527e+02,4.273422725757415037e+02,1.413827335332435369e+08,8.462814526230898693e+00,2.374123736531897066e-01,1.131061868265948334e-03,4.204690658670259040e+02
8.760494946127593721e+03,8.172445451514828392e+02,2.082345329335129236e+01,3.597185604797845659e+00,2.270123736531896697e+01,8.995731822727757390e+02,4.316622725757414401e+02,1.418827335332435369e+08,8.382306206230898837e+00,2.398123736531896921e-01,1.135061868265948432e-03,4.164690658670258472e+02
9.752494946127584626e+03,8.201245451514828346e+02,2.062345329335128952e+01,3.633185604797845247e+00,2.278123736531896526e+01,8.909331822727757526e+02,4.359822725757414332e+02,1.423827335332435369e+08,8.301797886230897205e+00,2.422123736531896776e-01,1.139061868265948312e-03,4.124690658670257903e+02
9.255505053872404460e+03,8.230045451514828301e+02,2.042345329335129023e+01,3.669185604797845723e+00,2.286123736531896711e+01,8.822931822727756526e+02,4.403022725757414833e+02,1.428827335332435369e+08,8.221289566230897350e+00,2.446123736531897186e-01,1.143061868265948409e-03,4.084690658670257903e+02
8.263505053872411736e+03,8.258845451514828255e+02,2.022345329335129449e+01,3.705185604797844867e+00,2.294123736531896540e+01,8.736531822727758936e+02,4.446222725757413627e+02,1.433827335332435369e+08,8.140781246230899271e+00,2.470123736531896763e-01,1.147061868265948290e-03,4.044690658670259040e+02
7.271505053872400822e+03,8.287645451514828210e+02,2.002345329335129165e+01,3.741185604797843567e+00,2.302123736531896725e+01,8.650131822727757935e+02,4.489422725757412422e+02,1.438827335332435369e+08,8.060272926230897639e+00,2.494123736531895785e-01,1.151061868265948387e-03,4.004690658670258472e+02
6.279505053872408098e+03,8.316445451514828164e+02,1.982345329335129236e+01,3.722814395202155513e+00,2.310123736531896554e+01,8.563731822727758072e+02,4.467377274242586509e+02,1.443827335332435369e+08,7.979764606230897783e+00,2.481876263468103805e-01,1.155061868265948267e-03,3.964690658670258472e+02
6.712494946127601906e+03,8.345245451514826982e+02,1.962345329335128952e+01,3.686814395202154149e+00,2.318123736531896384e+01,8.477331822727757071e+02,4.424177274242584872e+02,1.448827335332435369e+08,7.899256286230897040e+00,2.457876263468102840e-01,1.159061868265948148e-03,3.924690658670257903e+02
7.704494946127594631e+03,8.374045451514828073e+02,1.942345329335129378e+01,3.650814395202155005e+00,2.326123736531896569e+01,8.390931822727759481e+02,4.380977274242585509e+02,1.453827335332435369e+08,7.818747966230899848e+00,2.433876263468103263e-01,1.163061868265948245e-03,3.884690658670259040e+02
8.696494946127586445e+03,8.402845451514828028e+02,1.922345329335129094e+01,3.614814395202154529e+00,2.334123736531896753e+01,8.304531822727758481e+02,4.337777274242585577e+02,1.458827335332435369e+08,7.738239646230898217e+00,2.409876263468103130e-01,1.167061868265948342e-03,3.844690658670258472e+02
9.688494946127579169e+03,8.431645451514827982e+02,1.902345329335129165e+01,3.578814395202154941e+00,2.342123736531896583e+01,8.218131822727758617e+02,4.294577274242586213e+02,1.463827335332435369e+08,7.657731326230898361e+00,2.385876263468103553e-01,1.171061868265948439e-03,3.804690658670258472e+02
9.319505053872409917e+03,8.460445451514829074e+02,1.882345329335127815e+01,3.542814395202154909e+00,2.350123736531896768e+01,8.131731822727751933e+02,4.251377274242585713e+02,1.468827335332435369e+08,7.577223006230892288e+00,2.361876263468103143e-01,1.175061868265948536e-03,3.764690658670255630e+02
8.327505053872417193e+03,8.489245451514827892e+02,1.887654670664869982e+01,3.506814395202155321e+00,2.358123736531896597e+01,8.154668177272237699e+02,4.208177274242586350e+02,1.473827335332435369e+08,7.598595313769097359e+00,2.337876263468103566e-01,1.179061868265948200e-03,3.775309341329739823e+02
7.335505053872406279e+03,8.518045451514827846e+02,1.907654670664870622e+01,3.470814395202155289e+00,2.366123736531896782e+01,8.241068177272240973e+02,4.164977274242586418e+02,1.478827335332435369e+08,7.679103633769100767e+00,2.313876263468103434e-01,1.183061868265948297e-03,3.815309341329741528e+02
6.343505053872413555e+03,8.546845451514826664e+02,1.927654670664870906e+01,3.434814395202154813e+00,2.374123736531896256e+01,8.327468177272241974e+02,4.121777274242585918e+02,1.483827335332435369e+08,7.759611953769101511e+00,2.289876263468103024e-01,1.187061868265948178e-03,3.855309341329741528e+02
6.648494946127596450e+03,8.575645451514827755e+02,1.947654670664870835e+01,3.398814395202155225e+00,2.382123736531896441e+01,8.413868177272241837e+02,4.078577274242586554e+02,1.488827335332435369e+08,7.840120273769102255e+00,2.265876263468103446e-01,1.191061868265948275e-03,3.895309341329742097e+02
7.640494946127589174e+03,8.604445451514827710e+02,1.967654670664870409e+01,3.362814395202154749e+00,2.390123736531896625e+01,8.500268177272240564e+02,4.035377274242586054e+02,1.493827335332435369e+08,7.920628593769100334e+00,2.241876263468103314e-01,1.195061868265948372e-03,3.935309341329740960e+02
8.632494946127599178e+03,8.633245451514827664e+02,1.987654670664870693e+01,3.326814395202154717e+00,2.398123736531896810e+01,8.586668177272240428e+02,3.992177274242585554e+02,1.498827335332435369e+08,8.001136913769100190e+00,2.217876263468103182e-01,1.199061868265948252e-03,3.975309341329740960e+02
